run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.021478,200,6.410422
1,200,0.019057,200,0.008185
2,200,0.020658,200,0.010528
3,200,0.021613,200,0.009919
4,200,0.019509,200,0.012318
5,200,0.020302,200,0.010141
6,200,0.020374,200,0.010074
