Idle Energy:
policy: 225.94800000000535
system_processes: 40791.78400000023
policy-enforcer: 225.9080000000005
orchestrator: 161.78399999999925
sidecar: 2367.052000000009
rabbitmq: 523.7600000000031
surf: 654.3640000000137
uva: 611.8999999999925
vu: 570.9200000000053
api-gateway: 138.75200000000012
sql-algorithm: 0
sql-query: 0

Active Energy:
policy: 225.07600000000397
system_processes: 40857.07600000002
policy-enforcer: 219.036000000003
orchestrator: 172.3839999999961
sidecar: 2379.847999999987
rabbitmq: 531.431999999995
surf: 570.6120000000026
uva: 629.9160000000063
vu: 583.9039999999898
api-gateway: 131.4439999999986
sql-algorithm: 0
sql-query: 0
