Idle Energy:
kernel_processes: 10477.543999999916
system_processes: 38588.503999999695
policy: 220.97199999998944
rabbitmq: 545.0439999999884
policy-enforcer: 180.0560000000032
orchestrator: 142.33200000000048
sidecar: 2422.824000000033
vu: 666.7880000000121
uva: 611.1400000000118
api-gateway: 91.56800000000003
surf: 592.4959999999979
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9830.452000000165
system_processes: 42413.528000000035
policy: 192.80000000001021
rabbitmq: 522.8239999999969
policy-enforcer: 175.32400000000018
orchestrator: 153.3560000000017
sidecar: 1970.0799999999788
vu: 638.5079999999998
uva: 599.2039999999963
api-gateway: 123.26000000000326
surf: 298.51200000000784
sql-algorithm: 0
sql-query: 0
