run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.026082,200,7.729356
1,200,0.024475,200,7.773365
2,200,0.032928,200,7.780218
3,200,0.031776,200,6.998221
4,200,0.024267,200,7.579423
5,200,0.022254,200,7.922466
6,200,0.02194,200,7.716424
