run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025649,200,13.753367
1,200,0.017855,200,6.677579
2,200,0.031672,200,6.221966
3,200,0.029486,200,6.374856
4,200,0.022377,200,6.395353
5,200,0.029332,200,6.450532
6,200,0.027951,200,6.218893
