run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.020155,200,1.015105
1,200,0.02461,200,1.020715
2,200,0.024825,200,0.009917
3,200,0.020741,200,0.009115
4,200,0.017438,200,0.00803
5,200,0.018615,200,0.008182
6,200,0.025909,200,0.010172
