time,destination_cpu,etcd_cpu,identity_cpu,jaeger_cpu,kube-proxy_cpu,kube-state-metrics_cpu,linkerd-proxy_cpu,nginx-ingress_cpu,node-exporter_cpu,ot-collector_cpu,policy_cpu,proxy-injector_cpu,destination_memory,etcd_memory,identity_memory,jaeger_memory,kube-proxy_memory,kube-state-metrics_memory,linkerd-proxy_memory,nginx-ingress_memory,node-exporter_memory,ot-collector_memory,policy_memory,proxy-injector_memory,destination_memory_rss,etcd_memory_rss,identity_memory_rss,jaeger_memory_rss,kube-proxy_memory_rss,kube-state-metrics_memory_rss,linkerd-proxy_memory_rss,nginx-ingress_memory_rss,node-exporter_memory_rss,ot-collector_memory_rss,policy_memory_rss,proxy-injector_memory_rss,destination_memory_cache,etcd_memory_cache,identity_memory_cache,jaeger_memory_cache,kube-proxy_memory_cache,kube-state-metrics_memory_cache,linkerd-proxy_memory_cache,nginx-ingress_memory_cache,node-exporter_memory_cache,ot-collector_memory_cache,policy_memory_cache,proxy-injector_memory_cache,destination_disk,etcd_disk,identity_disk,jaeger_disk,kube-proxy_disk,kube-state-metrics_disk,linkerd-proxy_disk,nginx-ingress_disk,node-exporter_disk,ot-collector_disk,policy_disk,proxy-injector_disk,destination_energy,etcd_energy,identity_energy,jaeger_energy,kube-proxy_energy,kube-state-metrics_energy,linkerd-proxy_energy,nginx-ingress_energy,node-exporter_energy,ot-collector_energy,policy_energy,proxy-injector_energy,rabbitmq_energy
1724055157.84,0.0035791712554189563,0.06857590088118545,0.0005257907292124792,0.0011288407400705616,0.00294285229919155,0.0016834192934432502,0.007821483840310551,0.004489119579226442,0.0007149224068773562,0.01284812402841826,0.0009502159583770551,0.0003299444371732467,71422.57203199326,448183.00328868825,76532.46879566445,38427.124421419656,109773.77205893857,98179.34097676854,224419.56095889062,104493.60282619305,52384.954755791805,121832.70520021522,44547.90340485582,1015.7583783666847,49790.97945421723,343336.91700005025,2242.9317587640276,25328.25101554173,6852.947419481027,57747.10687442123,131362.22423220737,67048.9544204808,10796.359706885605,58970.225882714614,6909.352238745965,42168.08045747251,18322.83081366697,84459.42536578086,22596.021975115982,5850.089350486247,32112.310194288693,31157.511699480616,47226.19726056756,27182.806669919657,18681.659073956504,56886.637731150564,21787.68426545734,2102.0555330088337,106163.93233453242,885249.5235435447,12502.829060677856,133152.0739789637,1598.493508932064,0,10279.005132130662,15562.562862626462,12008.451747563926,1399832.1652509416,27608.378063224427,2130.2710435190193,0.6927458611111111,6.028761277777779,0.18990330555555557,0.3637584444444445,0.5804086944444445,0.3985294722222223,0.1331183297499403,0.6686736111111112,0.23537311111111114,2.3778033611111113,0.29154169444444444,0.1847286111111111,0
1724055162.84,0.0037159185860203008,0.07124117126780105,0.0005425914631539624,0.0011678717780862437,0.003046301928652149,0.0017396374608950357,0.008316364526757287,0.004615713440031231,0.0007362470888166745,0.013369016086100222,0.0009771659408884228,0.00033857928483865135,74056.41267185831,462336.4791784326,78977.93155239028,39559.17706995844,113632.63240578954,101458.0622394009,232266.56247693888,107440.33845613351,53746.497659460765,126470.74993159634,45811.36904873902,1042.3413962141697,51738.924094117436,354256.1352988799,2314.6007662878733,26270.782144444718,7093.848014951971,59675.58454885856,136334.64557301166,68939.74522104031,11076.969034752636,61369.18061332719,7105.314977908039,43271.64490672435,18915.62486478414,87161.35012020753,23318.038800913644,6019.304993018202,33241.14924327379,32198.023838627854,48825.156017848414,27949.36598809408,19167.216052281394,58910.279265237106,22405.62559210077,2157.067611609879,110217.69013629197,916041.3591789918,12902.335352618213,137909.99480785595,1654.6851027948014,0,10619.394742106351,16001.429522787159,12191.857131976218,1456656.9442840675,28391.405647019095,2186.021539282495,0.7287180833333333,6.341816833333334,0.19976441666666667,0.38264733333333334,0.6105475833333334,0.4192239166666667,0.14089623715950822,0.7033958333333333,0.24759533333333333,2.5012755833333333,0.30668058333333337,0.19445083333333335,0
1724055167.84,0.003852665916621646,0.07390644165441665,0.0005593921970954459,0.0012069028161019258,0.0031497515581127484,0.0017958556283468215,0.008579446286073832,0.004742307300836019,0.0007575717707559927,0.013889908143782183,0.0010041159233997903,0.0003472141325040561,76690.25331172338,476489.9550681767,81423.39430911612,40691.22971849722,117491.4927526405,104736.78350203327,239593.8713908323,110387.07408607399,55108.04056312971,131108.7946629775,47074.83469262221,1068.924414061655,53686.86873401765,365175.35359770944,2386.26977381172,27213.31327334771,7334.748610422915,61604.0622232959,140557.51027320803,70830.53602159982,11357.578362619664,63768.13534393974,7301.277717070111,44375.2093559762,19508.418915901315,89863.2748746342,24040.055626711313,6188.520635550158,34369.98829225888,33238.5359777751,50424.114775129274,28715.925306268506,19652.77303060628,60933.92079932365,23023.566918744196,2212.0796902109246,114271.44793805151,946833.1948144389,13301.841644558574,142667.9156367482,1710.876696657539,0,10959.784352082039,16440.296182947855,12375.26251638851,1513481.7233171933,29174.433230813764,2241.7720350459704,0.6652967563837129,7.097810957158783,0.19683335987683814,0.34052171258693,0.6495500875935658,0.43697005892658064,0.15543392592592592,0.6751384243775548,0.32083837659924613,2.4663219992567815,0.2952500398152572,0.1948889154323937,0
1724055172.84,0.003989413247222989,0.07657171204103223,0.0005761929310369291,0.001245933854117608,0.0032532011875733473,0.0018520737957986068,0.008842528045390378,0.004868901161640807,0.000778896452695311,0.014410800201464147,0.001031065905911158,0.00035584898016946087,79324.09395158845,490643.4309579211,83868.85706584193,41823.28236703599,121350.35309949146,108015.5047646656,246921.18030472568,113333.80971601445,56469.58346679867,135746.83939435863,48338.30033650541,1095.5074319091402,55634.81337391785,376094.571896539,2457.9387813355656,28155.844402250696,7575.649205893859,63532.539897733215,144780.37497340442,72721.32682215933,11638.187690486697,66167.09007455231,7497.240456232184,45478.77380522806,20101.212967018484,92565.19962906085,24762.072452508975,6357.736278082112,35498.827341243974,34279.04811692233,52023.073532410104,29482.484624442928,20138.330008931167,62957.56233341019,23641.508245387624,2267.0917688119707,118325.20573981105,977625.0304498861,13701.347936498929,147425.83646564046,1767.0682905202766,0,11300.173962057725,16879.162843108552,12558.6679008008,1570306.502350319,29957.460814608436,2297.522530809447,0.6965934004204986,7.431703555965438,0.20609272201789897,0.35654040909096524,0.6801059826590666,0.45752584287973574,0.16358207407407407,0.7068980365213935,0.33593113688917536,2.582341806884274,0.30913908302684845,0.20414827757345455,0
1724055177.84,0.004126160577824335,0.07155079801185218,0.0005929936649784124,0.0012849648921332904,0.002538736666666667,0.0019082919632503923,0.009060484894462463,0.004995495022445595,0.0008002211346346292,0.014931692259146109,0.0010580158884225257,0.0003644838278348656,81957.93459145352,499679.2518342566,86314.31982256775,42955.33501557477,94699.52,111294.22602729796,242751.51745281607,116280.54534595492,57831.126370467624,140384.88412573977,49601.76598038862,1122.0904497566253,57582.75801381806,385149.8450636104,2529.6077888594114,29098.37553115369,5911.893333333333,65461.017572170545,148896.13949109233,74612.11762271884,11918.797018353727,68566.04480516489,7693.20319539426,46582.33825447991,20694.007018135653,91170.19504659044,25484.089278306637,6526.951920614067,27702.613333333335,35319.56025606957,46599.98554087327,30249.043942617354,20623.886987256057,64981.20386749673,24259.44957203106,2322.1038474130164,122378.9635415706,991615.5974595131,14100.854228439286,152183.7572945327,1378.9866666666667,0,11589.341745616308,17318.02950326925,12742.073285213091,1627131.2813834448,30740.488398403115,2353.273026572923,0.727890044457284,7.765596154772088,0.21535208415895973,0.3725591055950004,0.7106618777245671,0.4780816268328906,0.17173022222222223,0.7386576486652319,0.3510238971791044,2.6983616145117657,0.32302812623843963,0.21340763971451537,0
1724055182.84,0.00426290790842568,0.07355463929757733,0.0006097943989198957,0.0013239959301489727,0.002538736666666667,0.001489376666666667,0.009318058510836226,0.005122088883250384,0.0008215458165739477,0.010927490833333333,0.0010849658709338932,0.0003731186755002703,84591.7752313186,512463.2483881189,88759.78257929359,44087.38766411355,94699.52,86862.50666666667,248675.45595440012,119227.28097589538,59192.66927413657,104731.30666666666,50865.231624271815,1148.6734676041103,59530.70265371827,395108.0410274303,2601.2767963832575,30040.906660056677,5911.893333333333,51090.77333333334,153105.93107687673,76502.90842327836,12199.406346220756,50124.799999999996,7889.165934556332,47685.90270373175,21286.80106925283,93495.07554565079,26206.106104104303,6696.167563146022,27702.613333333335,27566.08,47341.802709752956,31015.603260791777,21109.44396558094,49425.066666666666,24877.390898674486,2377.1159260140616,126432.72134333012,1021553.6990967751,14500.360520379645,156941.67812342496,1378.9866666666667,0,11923.47899652541,17756.89616342995,12925.478669625383,1190307.8399999999,31523.515982197783,2409.023522336398,0.7591866884940698,8.099488753578743,0.22461144630002064,0.3885778020990357,0.7412177727900682,0.4986374107860458,0.17987837037037036,0.7704172608090708,0.3661166574690336,2.8143814221392587,0.3369171694500309,0.22266700185557617,0
1724055187.84,0.0043996552390270244,0.07555848058330249,0.0004736933333333336,0.0013630269681646546,0.002538736666666667,0.001489376666666667,0.009575632127209988,0.005248682744055173,0.0008428704985132659,0.010927490833333333,0.0011119158534452606,0.000381753523165675,87225.61587118368,525247.2449419812,68949.33333333334,45219.44031265233,94699.52,86862.50666666667,254599.3944559843,122174.01660583587,60554.212177805515,104731.30666666666,52128.69726815501,1175.2564854515954,61478.64729361847,405066.2369912502,2020.6933333333334,30983.43778895967,5911.893333333333,51090.77333333334,157315.72266266114,78393.69922383789,12480.015674087785,50124.799999999996,8085.128673718405,48789.4671529836,21879.595120370002,95819.95604471114,20357.120000000003,6865.3832056779775,27702.613333333335,27566.08,48083.61987863264,31782.162578966207,21595.000943905827,49425.066666666666,25495.33222531791,2432.1280046151073,130486.47914508967,1051491.800734037,11264,161699.5989523172,1378.9866666666667,0,12257.616247434511,18195.76282359065,13108.884054037673,1190307.8399999999,32306.54356599245,2464.774018099874,0.7904833325308552,8.433381352385396,0.23387080844108143,0.4045964986030709,0.7717736678555688,0.5191931947392008,0.18802651851851848,0.8021768729529093,0.3812094177589627,2.9304012297667503,0.35080621266162215,0.23192636399663702,0
1724055192.84,0.003226404166666666,0.07641700778070866,0.0004736933333333336,0.0014020580061803367,0.002538736666666667,0.001489376666666667,0.009833205743583751,0.005375276604859961,0.0008641951804525842,0.010927490833333333,0.0011388658359566285,0.0003903883708310797,64628.053333333344,568970.3337255789,68949.33333333334,46351.492961191114,94699.52,86862.50666666667,260523.33295756835,125120.75223577635,61915.75508147447,104731.30666666666,53392.16291203821,1201.8395032990804,44765.86666666666,440798.6547966103,2020.6933333333334,31925.96891786266,5911.893333333333,51090.77333333334,161525.51424844557,80284.4900243974,12760.625001954813,50124.799999999996,8281.09141288048,49893.03160223544,16793.6,96885.5101162919,20357.120000000003,7034.598848209933,27702.613333333335,27566.08,48825.43704751232,32548.721897140633,22080.557922230713,49425.066666666666,26113.27355196134,2487.1400832161526,95706.45333333334,1087171.772258864,11264,166457.51978120944,1378.9866666666667,0,12591.753498343613,18634.629483751345,9655.571794557254,1190307.8399999999,33089.57114978712,2520.524513863349,0.8217799765676408,8.767273951192049,0.24313017058214226,0.4206151951071061,0.8023295629210694,0.5397489786923558,0.19617466666666666,0.8339364850967479,0.39630217804889184,3.0464210373942424,0.3646952558732134,0.24118572613769781,0
1724055197.84,0.002918776137258946,0.07872299768949502,0.0004736933333333336,0.0010391708333333332,0.002538736666666667,0.001489376666666667,0.010090779359957511,0.004151063333333335,0.0007286540047209568,0.010927490833333333,0.0008937800000000002,0.0003990232184964845,87314.31705429367,583708.9661699624,68949.33333333334,35826.346666666665,94699.52,86862.50666666667,266447.2714591524,96624.64,62608.54135245693,104731.30666666666,41902.08,1228.422521146566,32644.307130007113,452297.2742661785,2020.6933333333334,23162.88,5911.893333333333,51090.77333333334,165735.3058342299,61999.786666666674,23505.148564494917,50124.799999999996,6498.986666666667,50996.5960514873,20243.33070860027,99371.7010490262,20357.120000000003,5461.333333333334,27702.613333333335,27566.08,49567.254216392,25135.786666666667,21961.707041000936,49425.066666666666,20493.653333333335,2542.152161817199,72838.47871518998,1117645.891311301,11264,122221.22666666665,1378.9866666666667,0,12925.89074925271,14390.613333333335,9798.568099104443,1190307.8399999999,25968.640000000003,2576.275009626826,0.7855546527777778,8.256841916666668,0.24229155555555557,0.3937237777777778,0.7514824027777778,0.5300127777777778,0.21723784722222222,0.8025907777777778,0.4221173194444444,2.8090677222222222,0.36343733333333333,0.3079539583333334,0
1724055202.84,0.0030029138249247716,0.08102898759828135,0.0004736933333333336,0.0010391708333333332,0.002538736666666667,0.001489376666666667,0.01019372854946733,0.004151063333333335,0.0007457597530625368,0.010927490833333333,0.0008937800000000002,0.0004076580661618892,89792.85196660842,598447.598614346,68949.33333333334,35826.346666666665,94699.52,86862.50666666667,263131.1501960025,96624.64,63959.12080040107,104731.30666666666,41902.08,1255.005538994051,33610.74730343623,463795.8937357466,2020.6933333333334,23162.88,5911.893333333333,51090.77333333334,161245.1147589407,61999.786666666674,24012.197121869347,50124.799999999996,6498.986666666667,52100.16050073915,20751.50387885847,101857.89198176053,20357.120000000003,5461.333333333334,27702.613333333335,27566.08,50309.07138527169,25135.786666666667,22435.460773808227,49425.066666666666,20493.653333333335,2597.1642404182444,74931.66153667349,1148120.0103637383,11264,122221.22666666665,1378.9866666666667,0,13260.028000161816,14390.613333333335,9941.564403651631,1190307.8399999999,25968.640000000003,2632.0255053903015,0.8143740972222222,8.559758583333332,0.25118044444444443,0.4081682222222222,0.7790518472222222,0.5494572222222223,0.22591840277777775,0.8320352222222221,0.43760343055555556,2.912123277777778,0.37677066666666664,0.3194122916666667,0
