run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.027571,200,5.271864
1,200,0.021087,200,5.296183
2,200,0.023284,200,5.254453
3,200,0.027317,200,5.312436
4,200,0.025852,200,5.336464
5,200,0.030956,200,6.337717
6,200,0.026359,200,5.346552
