Idle Energy:
kernel_processes: 10423.844000000041
system_processes: 37745.25200000108
policy: 229.51600000000866
rabbitmq: 568.8320000000047
policy-enforcer: 229.479999999999
orchestrator: 123.80400000000111
sidecar: 2506.180000000009
vu: 611.524000000006
uva: 565.7600000000043
api-gateway: 130.54799999999994
surf: 644.4280000000014
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9404.96800000007
system_processes: 44538.135999998354
policy: 183.48000000000712
rabbitmq: 531.7080000000052
policy-enforcer: 177.73200000000082
orchestrator: 142.57999999999947
sidecar: 1963.7051646000052
vu: 345.60799999999966
uva: 520.6839999999961
api-gateway: 111.97600000000031
surf: 382.27199999999965
sql-algorithm: 39.050255
sql-query: 136.39917
