run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.021158,200,6.646706
1,200,0.018414,200,6.570266
2,200,0.018797,200,6.516906
3,200,0.019955,200,6.548669
4,200,0.020478,200,6.619128
5,200,0.018748,200,6.590379
6,200,0.021564,200,6.642035
