Idle Energy:
kernel_processes: 10458.512000000375
system_processes: 37576.63200000134
policy: 225.95200000002762
rabbitmq: 494.7840000000029
policy-enforcer: 209.83200000000002
orchestrator: 186.7199999999998
sidecar: 2300.739999999993
vu: 643.9879999999964
uva: 565.2000000000006
api-gateway: 128.68799999999902
surf: 621.4399999999974
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9442.415999999968
system_processes: 43387.06800000119
policy: 175.94799999998446
rabbitmq: 496.23200000000077
policy-enforcer: 170.79999999999976
orchestrator: 131.82399999999964
sidecar: 1884.6421825000002
vu: 309.7920000000013
uva: 536.4799999999988
api-gateway: 110.00800000000062
surf: 412.4079999999994
sql-algorithm: 28.166897099999993
sql-query: 22.942685750000003
