run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024819,200,7.876152
1,200,0.025694,200,7.835914
2,200,0.023366,200,7.669451
3,200,0.022451,200,7.952128
4,200,0.023747,200,12.973944
5,200,0.025789,200,12.65252
6,200,0.032072,200,8.032098
