Idle Energy:
kernel_processes: 10503.944000000096
system_processes: 37653.27599999865
policy: 238.60399999998913
rabbitmq: 583.1440000000007
policy-enforcer: 238.32399999999976
orchestrator: 136.80000000000018
sidecar: 2236.62
vu: 619.6399999999993
uva: 625.128
api-gateway: 180.23999999999975
surf: 613.4280000000001
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9454.368000000075
system_processes: 44463.70081840018
policy: 173.38800000001598
rabbitmq: 527.644
policy-enforcer: 173.61999999999992
orchestrator: 125.94400000000022
sidecar: 1969.4390812000006
vu: 293.1639999999998
uva: 580.6679999999996
api-gateway: 141.12400000000014
surf: 405.59600000000034
sql-algorithm: 97.4458926
sql-query: 42.0436323
