Idle Energy:
kernel_processes: 9944.931999999835
system_processes: 44750.00400000132
policy: 229.8720000000059
vu: 406.17599999999317
sidecar: 2215.8239999999923
uva: 577.7160000000016
policy-enforcer: 204.3799999999989
rabbitmq: 531.267999999993
orchestrator: 164.77600000000004
surf: 571.9759999999964
api-gateway: 134.00400000000064
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9654.200000000244
system_processes: 44264.60799999988
policy: 193.45999999999734
vu: 471.0119999999972
sidecar: 1999.1888982999963
uva: 555.047999999997
policy-enforcer: 182.0600000000005
rabbitmq: 537.8160000000042
orchestrator: 145.51199999999864
surf: 310.67600000000056
api-gateway: 136.05999999999977
sql-query: 76.66152209999998
sql-algorithm: 45.16147409999999
