run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.180147,200,13.790338
1,200,0.149712,200,11.270732
2,200,0.264638,200,12.645291
3,200,0.239008,200,12.602906
4,200,0.108491,200,13.158742
5,200,0.157143,200,11.161442
6,200,0.094514,200,16.086049
