Idle Energy:
kernel_processes: 10505.819999999909
system_processes: 38736.3480000001
policy: 222.30400000000188
rabbitmq: 542.9599999999979
policy-enforcer: 222.19600000000187
orchestrator: 116.71200000000059
sidecar: 2383.9399999999973
vu: 607.9239999999971
uva: 685.452000000001
api-gateway: 130.28400000000084
surf: 598.2279999999963
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9546.75599999982
system_processes: 44375.66400000046
policy: 168.6319999999913
rabbitmq: 505.16800000000126
policy-enforcer: 162.84399999999937
orchestrator: 126.8679999999999
sidecar: 1991.8337120000053
vu: 373.46400000000176
uva: 611.5520000000017
api-gateway: 105.44800000000032
surf: 400.6559999999983
sql-query: 0
sql-algorithm: 100.55485979999999
