Idle Energy:
kernel_processes: 10412.212
system_processes: 39132.123999999334
policy: 230.44399999999084
sidecar: 2362.2319999999872
rabbitmq: 550.6079999999698
orchestrator: 103.28000000000108
policy-enforcer: 176.80799999999633
surf: 604.2200000000496
vu: 586.1960000000087
api-gateway: 90.20000000000194
uva: 620.1880000000143
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9799.484000000151
system_processes: 42227.42918009928
policy: 184.54800000001816
sidecar: 1949.4794359999817
rabbitmq: 508.4279999999726
orchestrator: 132.99600000000177
policy-enforcer: 170.40000000000109
surf: 504.21600000003673
vu: 399.33999999997513
api-gateway: 132.37999999999548
uva: 615.271999999969
sql-query: 0
sql-algorithm: 0
