Idle Energy:
kernel_processes: 10434.219999999952
system_processes: 39095.596000000754
policy: 221.00800000000234
policy-enforcer: 204.65599999999932
rabbitmq: 532.515999999997
sidecar: 2479.0599999999986
surf: 599.059999999995
vu: 644.5559999999908
uva: 575.9639999999939
api-gateway: 94.6680000000009
orchestrator: 144.0960000000008
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9823.819999999978
system_processes: 41784.25600000065
policy: 190.62399999999278
policy-enforcer: 190.74000000000007
rabbitmq: 500.3239999999958
sidecar: 2180.7382999000065
surf: 328.52400000000216
vu: 612.0719999999995
uva: 543.9800000000046
api-gateway: 121.68800000000158
orchestrator: 132.4760000000002
sql-query: 126.4492702
sql-algorithm: 115.4563616
