Idle Energy:
kernel_processes: 10477.303999999867
system_processes: 38004.51200000048
policy: 223.24400000001566
rabbitmq: 550.3080000000014
policy-enforcer: 201.70000000000024
orchestrator: 126.38400000000048
sidecar: 2312.324
vu: 602.2120000000001
uva: 674.4359999999995
api-gateway: 75.6760000000002
surf: 592.9680000000001
sql-query: 0

Active Energy:
kernel_processes: 9480.079999999822
system_processes: 45334.15200000146
policy: 179.48800000000605
rabbitmq: 512.3159999999991
policy-enforcer: 179.42799999999997
orchestrator: 124.40000000000035
sidecar: 2059.8828807000014
vu: 345.0199999999989
uva: 599.1919999999997
api-gateway: 87.60399999999967
surf: 351.108000000001
sql-query: 117.9434277
sql-algorithm: 100.70250000000001
