Idle Energy:
kernel_processes: 10517.37600000001
system_processes: 39077.14400000039
policy: 240.12400000000093
policy-enforcer: 213.5800000000008
rabbitmq: 586.308
sidecar: 2397.6359999999963
surf: 590.3759999999976
vu: 661.216
uva: 586.3800000000011
api-gateway: 61.204000000000555
orchestrator: 101.70800000000062
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9849.695999999956
system_processes: 41852.983999999335
policy: 203.11199999999735
policy-enforcer: 186.92799999999906
rabbitmq: 551.8799999999982
sidecar: 2114.1797818999967
surf: 307.82000000000096
vu: 604.3520000000035
uva: 540.6919999999982
api-gateway: 123.02800000000066
orchestrator: 149.40400000000054
sql-algorithm: 77.9454271
sql-query: 78.3800616
