run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.024895,200,5.257714
1,200,0.023583,200,5.228643
2,200,0.022895,200,5.308497
3,200,0.024011,200,5.240642
4,200,0.025874,200,5.135797
5,200,0.021373,200,5.106968
6,200,0.021628,200,5.200463
