run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022125,200,6.443633
1,200,0.019884,200,0.010199
2,200,0.021424,200,0.012163
3,200,0.021066,200,0.009133
4,200,0.02148,200,0.009045
5,200,0.021244,200,0.010008
6,200,0.021918,200,0.012942
