run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025465,200,6.301176
1,200,0.021463,200,6.325003
2,200,0.021106,200,6.326011
3,200,0.020064,200,6.314257
4,200,0.027674,200,6.320604
5,200,0.022896,200,6.519824
6,200,0.021931,200,6.268605
