Idle Energy:
kernel_processes: 10491.235999999994
system_processes: 38479.336000000694
policy: 224.89599999999598
vu: 609.159999999999
sidecar: 2321.3920000000026
uva: 642.0280000000022
policy-enforcer: 204.77999999999912
rabbitmq: 486.39599999999643
orchestrator: 111.99199999999983
surf: 599.4080000000002
api-gateway: 71.53199999999954
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9850.91599999987
system_processes: 41686.4040000012
policy: 187.8520000000135
vu: 581.9760000000022
sidecar: 2062.990399800004
uva: 568.7640000000026
policy-enforcer: 177.91599999999914
rabbitmq: 477.0640000000006
orchestrator: 147.60000000000042
surf: 326.28400000000335
api-gateway: 120.91199999999988
sql-algorithm: 50.1923076
sql-query: 61.0546508
