Idle Energy:
kernel_processes: 10424.53999999988
system_processes: 37636.85199999968
policy: 223.45200000001984
rabbitmq: 530.7120000000037
policy-enforcer: 179.67200000000338
orchestrator: 191.0679999999993
sidecar: 2288.0760000000014
vu: 604.0480000000043
uva: 575.1600000000066
api-gateway: 137.41199999999736
surf: 593.6799999999863
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 9876.0599999999
system_processes: 41872.911999999975
policy: 196.8919999999907
rabbitmq: 509.59999999999883
policy-enforcer: 185.18400000000153
orchestrator: 151.36400000000097
sidecar: 2101.4427160000196
vu: 569.1439999999998
uva: 588.2599999999968
api-gateway: 112.16000000000408
surf: 313.5880000000034
sql-algorithm: 104.7810564
sql-query: 136.3969736
