Idle Energy:
kernel_processes: 10443.595999999863
system_processes: 38059.692000000425
policy: 232.05199999998757
sidecar: 2420.996000000006
rabbitmq: 523.3280000000152
orchestrator: 127.40800000000372
policy-enforcer: 196.10399999999842
surf: 591.0239999999789
vu: 623.38400000001
api-gateway: 119.86000000000286
uva: 609.6199999999757
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9763.991999999853
system_processes: 41825.47999999905
policy: 194.7640000000034
sidecar: 2030.4497497999785
rabbitmq: 504.3080000000021
orchestrator: 140.73599999999325
policy-enforcer: 173.64399999999827
surf: 465.49999999995964
vu: 402.0840000000626
api-gateway: 121.11599999999969
uva: 596.3320000000149
sql-algorithm: 32.1637185
sql-query: 74.42437380000001
