Idle Energy:
kernel_processes: 10371.036000000273
system_processes: 37722.61999999895
policy: 229.54399999997986
rabbitmq: 524.8079999999939
policy-enforcer: 211.79600000000363
orchestrator: 184.16400000000013
sidecar: 2480.888000000003
vu: 607.8760000000051
uva: 585.0360000000037
api-gateway: 155.20800000000116
surf: 603.1200000000061
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9388.479999999825
system_processes: 44676.72399999915
policy: 188.67999999999813
rabbitmq: 507.92400000000634
policy-enforcer: 184.3560000000018
orchestrator: 147.76799999999955
sidecar: 1966.2230771999925
vu: 353.3920000000073
uva: 551.7600000000056
api-gateway: 122.53599999999811
surf: 348.6560000000048
sql-query: 76.9921282
sql-algorithm: 77.95301599999999
