Idle Energy:
policy: 233.0600000000055
system_processes: 40533.82400000001
policy-enforcer: 233.06400000000065
orchestrator: 182.0039999999997
sidecar: 3033.031999999992
rabbitmq: 499.98800000000296
surf: 537.7280000000005
uva: 657.2079999999935
vu: 645.8360000000033
api-gateway: 142.12399999999909
sql-algorithm: 281.504
sql-query: 536.508

Active Energy:
policy: 233.1679999999954
system_processes: 40466.431999999484
policy-enforcer: 233.37600000000026
orchestrator: 168.06399999999934
sidecar: 3031.159999999989
rabbitmq: 526.967999999999
surf: 552.904000000016
uva: 599.78000000001
vu: 669.4079999999982
api-gateway: 148.6320000000014
sql-algorithm: 292.98400000000004
sql-query: 551.904
