Idle Energy:
kernel_processes: 10566.932000000263
system_processes: 39673.496000000574
policy: 230.59200000002357
sidecar: 2155.179999999991
uva: 600.8480000000058
rabbitmq: 523.8000000000026
surf: 608.3160000000086
vu: 696.58000000001
api-gateway: 77.10400000000175
orchestrator: 93.53999999999996
policy-enforcer: 143.53599999999167
sql-algorithm: 0
sql-query: 0

Active Energy:
kernel_processes: 10368.035999999653
system_processes: 39980.62399999996
policy: 218.09999999999224
sidecar: 2280.624000000001
uva: 593.5320000000119
rabbitmq: 505.8400000000038
surf: 604.3799999999968
vu: 614.3960000000001
api-gateway: 123.71599999999759
orchestrator: 158.09199999999944
policy-enforcer: 167.2680000000031
sql-query: 0
sql-algorithm: 21.772
