Idle Energy:
kernel_processes: 10455.836000000008
system_processes: 36977.268000000025
sidecar: 2382.5399999999972
vu: 598.0959999999991
uva: 580.8879999999999
policy: 234.616
rabbitmq: 549.6519999999992
api-gateway: 137.61200000000002
orchestrator: 181.19199999999998
policy-enforcer: 172.43599999999984
surf: 601.9079999999992
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9890.312000000007
system_processes: 40292.57199999995
sidecar: 2044.0600000000006
vu: 582.0880000000009
uva: 578.872
policy: 190.54800000000003
rabbitmq: 519.6320000000002
api-gateway: 149.92399999999998
orchestrator: 137.10000000000028
policy-enforcer: 165.9120000000001
surf: 340.244
sql-algorithm: 0
sql-query: 0
