Idle Energy:
kernel_processes: 10539.199999999983
system_processes: 38341.97600000023
policy: 243.23999999999774
policy-enforcer: 216.97599999999994
rabbitmq: 590.8040000000002
sidecar: 2513.2360000000012
surf: 590.0840000000005
vu: 649.0799999999957
uva: 644.4639999999986
api-gateway: 76.89200000000011
orchestrator: 104.61200000000002
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9943.027999999884
system_processes: 41768.972000000605
policy: 207.43600000000689
policy-enforcer: 182.24800000000076
rabbitmq: 565.2199999999993
sidecar: 2163.733010800004
surf: 336.7479999999993
vu: 585.079999999998
uva: 598.7720000000006
api-gateway: 132.50000000000088
orchestrator: 145.32399999999924
sql-algorithm: 24.0404001
sql-query: 26.20352549999999
