run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023445,200,6.457795
1,200,0.022765,200,0.01264
2,200,0.018343,200,0.011241
3,200,0.0209,200,0.010676
4,200,0.02148,200,0.012371
5,200,0.026527,200,0.01373
6,200,0.019891,200,0.009225
