Idle Energy:
kernel_processes: 10576.532000000007
system_processes: 37780.49599999883
policy: 234.24799999999098
rabbitmq: 511.25199999999813
policy-enforcer: 234.03599999999827
orchestrator: 130.23599999999954
sidecar: 2463.7959999999966
vu: 648.5520000000027
uva: 676.2159999999982
api-gateway: 112.03600000000023
surf: 593.1199999999989
sql-query: 0

Active Energy:
kernel_processes: 9460.132000000021
system_processes: 44749.29194240012
policy: 182.3319999999761
rabbitmq: 509.88400000000047
policy-enforcer: 182.47999999999791
orchestrator: 132.50800000000092
sidecar: 1944.3519322000006
vu: 331.7040000000004
uva: 598.3240000000002
api-gateway: 103.35999999999972
surf: 337.5879999999994
sql-query: 32.7131136
sql-algorithm: 56.25899999999999
