run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.025965,200,6.28319
1,200,0.022886,200,7.187635
2,200,0.03339,200,6.212199
3,200,0.021508,200,6.131545
4,200,0.021827,200,6.223713
5,200,0.020736,200,6.148937
6,200,0.023819,200,6.15357
