run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.032114,200,7.717711
1,200,0.036915,200,0.014875
2,200,0.024677,200,0.00763
3,200,0.018688,200,0.01378
4,200,0.02411,200,0.010324
5,200,0.026486,200,1.01198
6,200,0.040011,200,0.009457
