Idle Energy:
kernel_processes: 10490.640000000052
system_processes: 38131.25599999933
policy: 227.47199999998446
sidecar: 2469.2520000000245
uva: 614.5839999999861
rabbitmq: 537.8560000000164
surf: 653.3639999999897
vu: 625.9719999999987
api-gateway: 130.50799999999828
orchestrator: 192.42400000000467
policy-enforcer: 177.0319999999958
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 10453.083999999915
system_processes: 38464.75200000116
policy: 219.55599999999222
sidecar: 2438.7759999999876
uva: 600.9400000000107
rabbitmq: 506.0400000000218
surf: 604.3559999999683
vu: 672.0240000000036
api-gateway: 162.94399999999968
orchestrator: 179.51200000000767
policy-enforcer: 184.45999999999736
sql-algorithm: 0
sql-query: 0
