Idle Energy:
policy: 228.0880000000056
system_processes: 40614.01600000018
policy-enforcer: 228.09199999999586
orchestrator: 124.29599999999685
sidecar: 2959.3880000000136
rabbitmq: 513.7239999999953
surf: 530.6360000000102
uva: 617.1680000000089
vu: 681.2760000000079
api-gateway: 96.80400000000105
sql-algorithm: 342.84799999999996
sql-query: 529.6159999999999

Active Energy:
policy: 220.83200000000937
system_processes: 40408.66799999975
policy-enforcer: 214.04400000000132
orchestrator: 145.59599999999867
sidecar: 2657.892887999985
rabbitmq: 509.2280000000107
surf: 577.1239999999967
uva: 620.1320000000026
vu: 614.3359999999869
api-gateway: 131.1480000000006
sql-algorithm: 213.86992799999987
sql-query: 288.6627199999993
