run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.023598,200,6.222731
1,200,0.018152,200,6.612368
2,200,0.023033,200,6.181079
3,200,0.020112,200,6.555023
4,200,0.018031,200,6.194346
5,200,0.017787,200,6.377414
6,200,0.017179,200,6.272238
