Idle Energy:
kernel_processes: 10386.911999999993
system_processes: 38913.080000000075
policy: 230.3639999999989
sidecar: 2364.7479999999996
rabbitmq: 548.4199999999987
orchestrator: 178.8840000000003
policy-enforcer: 174.06000000000083
surf: 614.5439999999998
vu: 590.2160000000007
api-gateway: 156.9239999999998
uva: 621.4760000000016
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9799.524
system_processes: 42390.908
policy: 196.5359999999991
sidecar: 1978.9039999999961
rabbitmq: 492.60799999999864
orchestrator: 141.09199999999964
policy-enforcer: 164.67199999999997
surf: 539.9600000000012
vu: 347.6120000000006
api-gateway: 116.39199999999967
uva: 622.1080000000026
sql-algorithm: 0
sql-query: 0
