run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.022836,200,6.799698
1,200,0.019171,200,6.672207
2,200,0.019049,200,6.67544
3,200,0.021074,200,6.651536
4,200,0.021488,200,6.757424
5,200,0.020698,200,6.626289
6,200,0.021457,200,6.661735
