run_nr,appr_status_code,appr_exec_time,data_status_code,data_req_exec_time
0,200,0.030471,200,7.837537
1,200,0.026107,200,7.769768
2,200,0.024976,200,7.791484
3,200,0.027972,200,7.780837
4,200,0.024224,200,7.883754
5,200,0.023122,200,6.823257
6,200,0.063817,200,7.93424
