Idle Energy:
kernel_processes: 10475.059999999745
system_processes: 39366.87599999826
policy: 229.9239999999944
rabbitmq: 591.1280000000185
policy-enforcer: 229.54399999999924
orchestrator: 102.00800000000315
sidecar: 2501.279999999996
vu: 626.3559999999969
uva: 604.6040000000061
api-gateway: 102.01599999999829
surf: 666.1959999999999
sql-query: 0
sql-algorithm: 0

Active Energy:
kernel_processes: 9325.228000000312
system_processes: 45488.46443059913
policy: 176.8919999999891
rabbitmq: 529.4600000000048
policy-enforcer: 170.06000000000233
orchestrator: 135.07599999999954
sidecar: 1986.2888496999826
vu: 334.03600000000324
uva: 552.6479999999939
api-gateway: 126.8679999999995
surf: 362.9639999999981
sql-query: 49.270552099999996
sql-algorithm: 138.29198530000002
